Date,Forecasted Unemployment Rate (%)
2022-12-31,1.7273046228191038
2023-01-31,1.7696002832773832
2023-02-28,1.9993932498542317
2023-03-31,1.6459656799780402
2023-04-30,1.8420180498547096
2023-05-31,1.7770077012713374
2023-06-30,1.9137203823970708
2023-07-31,1.7139140390475591
2023-08-31,1.8517906320300312
2023-09-30,1.7713182032260988
2023-10-31,1.8684740118621508
2023-11-30,1.7505598729751584
